Datetime,Open,High,Low,Close,Adj Close,Volume
2024-01-02 00:00:00+00:00,1.1039965152740479,1.1039965152740479,1.1039965152740479,1.1039965152740479,1.1039965152740479,0
2024-01-02 00:05:00+00:00,1.1041183471679688,1.1041183471679688,1.1039965152740479,1.1039965152740479,1.1039965152740479,0
2024-01-02 00:10:00+00:00,1.1039965152740479,1.1039965152740479,1.1039965152740479,1.1039965152740479,1.1039965152740479,0
2024-01-02 00:15:00+00:00,1.1039965152740479,1.1039965152740479,1.1039965152740479,1.1039965152740479,1.1039965152740479,0
2024-01-02 00:20:00+00:00,1.1039965152740479,1.1039965152740479,1.1037527322769165,1.1037527322769165,1.1037527322769165,0
2024-01-02 00:25:00+00:00,1.1037527322769165,1.1037527322769165,1.1037527322769165,1.1037527322769165,1.1037527322769165,0
2024-01-02 00:30:00+00:00,1.1037527322769165,1.1038745641708374,1.1037527322769165,1.1038745641708374,1.1038745641708374,0
2024-01-02 00:35:00+00:00,1.1038745641708374,1.1038745641708374,1.1037527322769165,1.1038745641708374,1.1038745641708374,0
2024-01-02 00:40:00+00:00,1.1038745641708374,1.1038745641708374,1.1038745641708374,1.1038745641708374,1.1038745641708374,0
2024-01-02 00:45:00+00:00,1.1038745641708374,1.1041183471679688,1.1038745641708374,1.1041183471679688,1.1041183471679688,0
2024-01-02 00:50:00+00:00,1.1039965152740479,1.1041183471679688,1.1039965152740479,1.1041183471679688,1.1041183471679688,0
2024-01-02 00:55:00+00:00,1.1041183471679688,1.1041183471679688,1.1039965152740479,1.1039965152740479,1.1039965152740479,0
2024-01-02 01:00:00+00:00,1.1041183471679688,1.1042402982711792,1.1041183471679688,1.1042402982711792,1.1042402982711792,0
2024-01-02 01:05:00+00:00,1.1043622493743896,1.1046061515808105,1.1043622493743896,1.1043622493743896,1.1043622493743896,0
2024-01-02 01:10:00+00:00,1.1043622493743896,1.1043622493743896,1.1042402982711792,1.1042402982711792,1.1042402982711792,0
2024-01-02 01:15:00+00:00,1.1043622493743896,1.1046061515808105,1.1042402982711792,1.1046061515808105,1.1046061515808105,0
2024-01-02 01:20:00+00:00,1.1044842004776,1.1046061515808105,1.1044842004776,1.1046061515808105,1.1046061515808105,0
2024-01-02 01:25:00+00:00,1.1043622493743896,1.1044842004776,1.1043622493743896,1.1043622493743896,1.1043622493743896,0
2024-01-02 01:30:00+00:00,1.1042402982711792,1.1042402982711792,1.1042402982711792,1.1042402982711792,1.1042402982711792,0
2024-01-02 01:35:00+00:00,1.1041183471679688,1.1042402982711792,1.1039965152740479,1.1039965152740479,1.1039965152740479,0
2024-01-02 01:40:00+00:00,1.1042402982711792,1.1042402982711792,1.1039965152740479,1.1041183471679688,1.1041183471679688,0
2024-01-02 01:45:00+00:00,1.1042402982711792,1.1042402982711792,1.1042402982711792,1.1042402982711792,1.1042402982711792,0
2024-01-02 01:50:00+00:00,1.1042402982711792,1.1042402982711792,1.1041183471679688,1.1041183471679688,1.1041183471679688,0
2024-01-02 01:55:00+00:00,1.1041183471679688,1.1041183471679688,1.1037527322769165,1.1037527322769165,1.1037527322769165,0
2024-01-02 02:00:00+00:00,1.1038745641708374,1.1038745641708374,1.1037527322769165,1.1038745641708374,1.1038745641708374,0
2024-01-02 02:05:00+00:00,1.1037527322769165,1.1037527322769165,1.1035091876983643,1.1035091876983643,1.1035091876983643,0
2024-01-02 02:10:00+00:00,1.1035091876983643,1.1036310195922852,1.1035091876983643,1.1035091876983643,1.1035091876983643,0
2024-01-02 02:15:00+00:00,1.1033873558044434,1.1033873558044434,1.103265643119812,1.103265643119812,1.103265643119812,0
2024-01-02 02:20:00+00:00,1.103265643119812,1.103265643119812,1.1030223369598389,1.1030223369598389,1.1030223369598389,0
2024-01-02 02:25:00+00:00,1.1030223369598389,1.1030223369598389,1.1029006242752075,1.1030223369598389,1.1030223369598389,0
2024-01-02 02:30:00+00:00,1.1029006242752075,1.1030223369598389,1.1027790307998657,1.1027790307998657,1.1027790307998657,0
2024-01-02 02:35:00+00:00,1.1030223369598389,1.1030223369598389,1.1029006242752075,1.1029006242752075,1.1029006242752075,0
2024-01-02 02:40:00+00:00,1.1029006242752075,1.1029006242752075,1.1025358438491821,1.102657437324524,1.102657437324524,0
2024-01-02 02:45:00+00:00,1.102657437324524,1.102657437324524,1.1025358438491821,1.1025358438491821,1.1025358438491821,0
2024-01-02 02:50:00+00:00,1.1024142503738403,1.1025358438491821,1.102292776107788,1.102292776107788,1.102292776107788,0
2024-01-02 02:55:00+00:00,1.102292776107788,1.1024142503738403,1.1021713018417358,1.1021713018417358,1.1021713018417358,0
2024-01-02 03:00:00+00:00,1.1021713018417358,1.1021713018417358,1.1021713018417358,1.1021713018417358,1.1021713018417358,0
2024-01-02 03:05:00+00:00,1.1021713018417358,1.1024142503738403,1.1021713018417358,1.1024142503738403,1.1024142503738403,0
2024-01-02 03:10:00+00:00,1.1024142503738403,1.102657437324524,1.1024142503738403,1.1025358438491821,1.1025358438491821,0
2024-01-02 03:15:00+00:00,1.1025358438491821,1.102657437324524,1.1025358438491821,1.1025358438491821,1.1025358438491821,0
2024-01-02 03:20:00+00:00,1.1025358438491821,1.1025358438491821,1.1025358438491821,1.1025358438491821,1.1025358438491821,0
2024-01-02 03:25:00+00:00,1.1025358438491821,1.1025358438491821,1.1024142503738403,1.1024142503738403,1.1024142503738403,0
2024-01-02 03:30:00+00:00,1.1025358438491821,1.1025358438491821,1.1025358438491821,1.1025358438491821,1.1025358438491821,0
2024-01-02 03:35:00+00:00,1.1024142503738403,1.1024142503738403,1.1024142503738403,1.1024142503738403,1.1024142503738403,0
2024-01-02 03:40:00+00:00,1.1025358438491821,1.1025358438491821,1.1024142503738403,1.1025358438491821,1.1025358438491821,0
2024-01-02 03:45:00+00:00,1.102657437324524,1.1027790307998657,1.102657437324524,1.1027790307998657,1.1027790307998657,0
2024-01-02 03:50:00+00:00,1.1027790307998657,1.1027790307998657,1.102657437324524,1.1027790307998657,1.1027790307998657,0
2024-01-02 03:55:00+00:00,1.102657437324524,1.1027790307998657,1.102657437324524,1.1027790307998657,1.1027790307998657,0
2024-01-02 04:00:00+00:00,1.1027790307998657,1.1027790307998657,1.102657437324524,1.102657437324524,1.102657437324524,0
2024-01-02 04:05:00+00:00,1.1025358438491821,1.1025358438491821,1.1024142503738403,1.1025358438491821,1.1025358438491821,0
2024-01-02 04:10:00+00:00,1.1024142503738403,1.1025358438491821,1.1024142503738403,1.1024142503738403,1.1024142503738403,0
2024-01-02 04:15:00+00:00,1.1025358438491821,1.1025358438491821,1.1024142503738403,1.1024142503738403,1.1024142503738403,0
2024-01-02 04:20:00+00:00,1.1024142503738403,1.1024142503738403,1.1024142503738403,1.1024142503738403,1.1024142503738403,0
2024-01-02 04:25:00+00:00,1.1024142503738403,1.1024142503738403,1.102292776107788,1.102292776107788,1.102292776107788,0
2024-01-02 04:30:00+00:00,1.102292776107788,1.102292776107788,1.102292776107788,1.102292776107788,1.102292776107788,0
2024-01-02 04:35:00+00:00,1.102292776107788,1.102292776107788,1.102292776107788,1.102292776107788,1.102292776107788,0
2024-01-02 04:40:00+00:00,1.102292776107788,1.102292776107788,1.1020498275756836,1.1020498275756836,1.1020498275756836,0
2024-01-02 04:45:00+00:00,1.1020498275756836,1.1021713018417358,1.1020498275756836,1.1020498275756836,1.1020498275756836,0
2024-01-02 04:50:00+00:00,1.1020498275756836,1.1020498275756836,1.1020498275756836,1.1020498275756836,1.1020498275756836,0
2024-01-02 04:55:00+00:00,1.1019283533096313,1.1024142503738403,1.1019283533096313,1.1024142503738403,1.1024142503738403,0
2024-01-02 05:00:00+00:00,1.1025358438491821,1.102657437324524,1.1025358438491821,1.1025358438491821,1.1025358438491821,0
2024-01-02 05:05:00+00:00,1.1025358438491821,1.1025358438491821,1.1024142503738403,1.1025358438491821,1.1025358438491821,0
2024-01-02 05:10:00+00:00,1.1025358438491821,1.1027790307998657,1.1025358438491821,1.102657437324524,1.102657437324524,0
2024-01-02 05:15:00+00:00,1.1027790307998657,1.1029006242752075,1.1027790307998657,1.1029006242752075,1.1029006242752075,0
2024-01-02 05:20:00+00:00,1.1029006242752075,1.1030223369598389,1.1027790307998657,1.1030223369598389,1.1030223369598389,0
2024-01-02 05:25:00+00:00,1.1030223369598389,1.1031439304351807,1.1030223369598389,1.1031439304351807,1.1031439304351807,0
2024-01-02 05:30:00+00:00,1.1030223369598389,1.1031439304351807,1.1030223369598389,1.1031439304351807,1.1031439304351807,0
